review,sentiment,clean_review,sentiment_label
Data sering error dan hilang ??,Negative,data sering error dan hilang,0
kardus bekas dijual. itupun masih rusak susu nya,Negative,kardus bekas dijual itupun masih rusak susu nya,0
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Positive,untuk harga sgitu bolehlah dan penjual juga menjelaskan cara pakai dengan jelas dan teliti,1
5 jempol buat reseller dan produk nya ??????????,Positive,jempol buat reseller dan produk nya,1
Keren banget pelayanannya. Cuman beli lilin ajah servicenya bagus dan super cepat. Pesan pagi eeeh siang dah tiba!,Positive,keren banget pelayanannya cuman beli lilin ajah servicenya bagus dan super cepat pesan pagi eeeh siang dah tiba,1
barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...,Negative,barang dtang posisi baterai ksong berarti barang tidak d cek dulu d gambar warna biru cerah dtg wrna biru gelap layar lcet mna buat kado ultah ank ga suka,0
"sangat kecewa, tidak seperti dulu. Pakcing sangat buruk. box kayu hancur. beli 20 bh untuk jual lagi. gak ada yang bagus. Retur kena biaya lagi. terpaksa kami jual tanpa box kayu.",Negative,sangat kecewa tidak seperti dulu pakcing sangat buruk box kayu hancur beli bh untuk jual lagi gak ada yang bagus retur kena biaya lagi terpaksa kami jual tanpa box kayu,0
"Barang mantap, sesuai deskripsi, tapi belum di coba , semoga awet ??",Positive,barang mantap sesuai deskripsi tapi belum di coba semoga awet,1
"Mantap, Mudah2 an Awet ya. barangnya sesuai gambar ????. packingnya aman ??. Produk sesuai deskripsi",Positive,mantap mudah an awet ya barangnya sesuai gambar packingnya aman produk sesuai deskripsi,1
agak tipis tapi ok lha,Positive,agak tipis tapi ok lha,1
"Barang sesuai deskripsi, seller fast response. Delivery cepat",Positive,barang sesuai deskripsi seller fast response delivery cepat,1
"Alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas.",Negative,alat tidak berfungsi sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas,0
"barang ok, sesuai pesanan, pengiriman ok",Positive,barang ok sesuai pesanan pengiriman ok,1
"Barang yang dipesan sesuai, datang dengan selamat",Positive,barang yang dipesan sesuai datang dengan selamat,1
"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",Negative,penguncinya kurang baris cuma muat baris saja baris setelah gak ada penguncinya jadi gak kepake yng baris sisanya kardus padahal utuh kayaknya kurang lengkap pas nyiapkan kadung klik tetima mohon lain kali di cek teliti sebelum kirim,0
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Negative,iklannya seragam pgri kemeja hem katun pria tp ternyata bahannya bukan katun smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,0
Saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih...,Negative,saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih,0
Bahannya nyaman ??. Nyaman di punggung. Gampang dipakai.,Positive,bahannya nyaman nyaman di punggung gampang dipakai,1
"Lampu tidak berfungsi sebagaimana mestinya. Tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol DPI dan memakai software juga. Warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu. Sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari 12 jam. Terpaksa saya kasih bintang 1. Saya baru kali ini membeli produk dari aula dan merasa kecewa, padahal saya sendiri termasuk pengguna gear dari aula",Negative,lampu tidak berfungsi sebagaimana mestinya tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol dpi dan memakai software juga warna merah menyakitkan di mata saya dan malah mirip mouse an ribu sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari jam terpaksa saya kasih bintang saya baru kali ini membeli produk dari aula dan merasa kecewa padahal saya sendiri termasuk pengguna gear dari aula,0
Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,Positive,rendangnya lembut n enak bngett pengiriman cepat rekomended deh,1
Ga ngerti kenapa bagian karetnya melilit. Dan ga bisa dilurusin. Udah nyoba diputer-puter tapi tetep ga bisa. Sedih asli.,Negative,ga ngerti kenapa bagian karetnya melilit dan ga bisa dilurusin udah nyoba diputer puter tapi tetep ga bisa sedih asli,0
Jamnya bagus banget. Produk sesuai dengan foto. Nyaman dipakai ?,Positive,jamnya bagus banget produk sesuai dengan foto nyaman dipakai,1
"ga bagus,ga ada kuat2nya lem apaan",Negative,ga bagus ga ada kuat nya lem apaan,0
service mengecewakan. lama pengiriman...,Negative,service mengecewakan lama pengiriman,0
Mudah Dibersihkan. Sedotannya Kuat. Kabel Listrik Panjang. Harganya Murah. produk berkualitas....??????.......tks baseus,Positive,mudah dibersihkan sedotannya kuat kabel listrik panjang harganya murah produk berkualitas tks baseus,1
Ini retak gimana ya kok pembungkusnya apa nggak dicek dulu sebelum dikirim,Negative,ini retak gimana ya kok pembungkusnya apa nggak dicek dulu sebelum dikirim,0
sudah 3 kali ganti kartu.. sinyalnya tidak ada terus.. sekali sinyal ada ngak bisa telp dan menerima telp.,Negative,sudah kali ganti kartu sinyalnya tidak ada terus sekali sinyal ada ngak bisa telp dan menerima telp,0
"Mantaaap. Tanggap banget, fast respon. Juossssssss",Positive,mantaaap tanggap banget fast respon juossssssss,1
"mantap banget, ikan cupang sehat, lincah dan langsung menyesuaikan dengan air di dalam aquarium baru. ekor sirip half moon bgt!",Positive,mantap banget ikan cupang sehat lincah dan langsung menyesuaikan dengan air di dalam aquarium baru ekor sirip half moon bgt,1
"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek",Negative,awalnya dikirim kurang untung ada video unbox proses komplain nya lama barangnya bagus tp pelayanan tokonya jelek,0
"Talinya gak ada satu, jadi gak bisa diikatkan dibagian belakang, jadi keliatan gak pas",Negative,talinya gak ada satu jadi gak bisa diikatkan dibagian belakang jadi keliatan gak pas,0
Proses pesanan cepat. Packaging rapi.,Positive,proses pesanan cepat packaging rapi,1
barang tidak ada dalam paket,Negative,barang tidak ada dalam paket,0
Produk sesuai dengan foto.,Positive,produk sesuai dengan foto,1
"Tidak ada pengaman sama sekali, bubblewrap juga gaada",Negative,tidak ada pengaman sama sekali bubblewrap juga gaada,0
barang sudah sampai dengan baik.. packing rapih.. dan baik.. terima kasih,Positive,barang sudah sampai dengan baik packing rapih dan baik terima kasih,1
Respon penjualnya top.,Positive,respon penjualnya top,1
barang tidak sesuai dengan foto,Negative,barang tidak sesuai dengan foto,0
Barangnya original ??. Ada garansi resmi. Suaranya jernih. Noise cancellation mantap. Harganya terjangkau. Nggak kresek-kresek. Penjualnya ramah banget. Proses pesanan cepat.,Positive,barangnya original ada garansi resmi suaranya jernih noise cancellation mantap harganya terjangkau nggak kresek kresek penjualnya ramah banget proses pesanan cepat,1
Harga murah deh. Packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal.,Positive,harga murah deh packing aman banget dilapisi bubble wrap yang sangat tebal juga dus yang tebal,1
"yg sebelah kiri triggernya ga sensitif, jadi cuma kepake sebelah doang",Negative,yg sebelah kiri triggernya ga sensitif jadi cuma kepake sebelah doang,0
mengecewakan,Negative,mengecewakan,0
"barang tidak sesuai pesanan, tempat penyimpan hp nya tidak ada.. kecewa",Negative,barang tidak sesuai pesanan tempat penyimpan hp nya tidak ada kecewa,0
"Bagus banget sisirnya, mudah2an awet",Positive,bagus banget sisirnya mudah an awet,1
cukup ok,Positive,cukup ok,1
"kualitasnya parah, keteken langsung pecah",Negative,kualitasnya parah keteken langsung pecah,0
"Tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda dari warna asal, ISI juga kurang dari label, dijamin TIDAK memuaskan! HARGA GAK PERNAH NIPU",Negative,tidak direkomendasikan buat tembok lama tembok lembab ganti warna beda dari warna asal isi juga kurang dari label dijamin tidak memuaskan harga gak pernah nipu,0
Barang rusak di jual emang ngehek,Negative,barang rusak di jual emang ngehek,0
Lagi musim hujan. Tidak dibungkus yang aman dan rapat. Jadi air hujannya masuk,Negative,lagi musim hujan tidak dibungkus yang aman dan rapat jadi air hujannya masuk,0
Kemasan box bekas.....,Negative,kemasan box bekas,0
"Orderan yg ke 3 kali, selalu puas, unit bor nya mantap, seller ramah gercep, kurir cepat, next order lagi..",Positive,orderan yg ke kali selalu puas unit bor nya mantap seller ramah gercep kurir cepat next order lagi,1
ganti mengunakan sirclo packing susu hancur semuapayah 4 kotak rusak semua .,Negative,ganti mengunakan sirclo packing susu hancur semuapayah kotak rusak semua,0
"rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko. saya sudah bawa ke service center dan hari ini nasinya tetap basah. jujur saya kecewa krn saya memilih toko ini biar kl kenapa2 ngak ribet,ternyata saya salah,saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa.",Negative,rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko saya sudah bawa ke service center dan hari ini nasinya tetap basah jujur saya kecewa krn saya memilih toko ini biar kl kenapa ngak ribet ternyata saya salah saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa,0
Aktual barang sangat tidak sesuai dengan harapan,Negative,aktual barang sangat tidak sesuai dengan harapan,0
Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,Negative,minta size dikirim semuanya tanpa ada konfirmasi dahulu,0
Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response,Negative,barang tidak dapat di operasikan sudah menghubungi customer service belom ada response,0
"Niatnya sihh baik dibonusin Creative Planting Kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir..",Negative,niatnya sihh baik dibonusin creative planting kit tp kayaknya ga dipikirin matang ngemasnya gimana biar ga berantakan di dalam box nya alhasil justru barang yg dipesen jadi kotor kena tumpahan pasir,0
"bubel gak di kasih,,, padahal ud atc...................",Negative,bubel gak di kasih padahal ud atc,0
"Harganya terlalu mahal untuk kualitas setipis itu, tapi gpp deh semoga nanti lebih murah",Negative,harganya terlalu mahal untuk kualitas setipis itu tapi gpp deh semoga nanti lebih murah,0
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,Negative,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh dicek dalemnya lakban nya pun penyok penyok menyedihkan,0
penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative,penjual adalah calo jual barang orang lain di chat gak jelas hati lah,0
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",Negative,order dan gambar truck pemadam kok dikirim mobilan police not recommended,0
saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,Negative,saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,0
Mantul dan recomanded,Positive,mantul dan recomanded,1
"pelayanan gercep dan mantep, cuman kualitas suara kurang, tapi buat harga 100rban mah mantep",Positive,pelayanan gercep dan mantep cuman kualitas suara kurang tapi buat harga rban mah mantep,1
"mantavv sesuai pesanan ,joss",Positive,mantavv sesuai pesanan joss,1
Parah ini toko ga ada tanggung jawab nya,Negative,parah ini toko ga ada tanggung jawab nya,0
jelek,Negative,jelek,0
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,Positive,respon dan barang di proses dengan cepat thx kyou recommended banget,1
"Mantaapp, ringan rasanyaa, mantul produk dalam negeri..",Positive,mantaapp ringan rasanyaa mantul produk dalam negeri,1
Jamnya berfungsi normal. Ukuran sesuai. Keren banget modelnya.,Positive,jamnya berfungsi normal ukuran sesuai keren banget modelnya,1
"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan",Positive,packing bubble ok kualitas barang sesuai harga makasih gan,1
Kemasannya sangat bagus,Positive,kemasannya sangat bagus,1
Suara yang dihasilkan oke dan jelas. Tidak terdpat maslah. Mkasih,Positive,suara yang dihasilkan oke dan jelas tidak terdpat maslah mkasih,1
ang di kota tangerang pengiriman tidak lengkap... ud gt barang yg satu ny rusak. sangat mengecewakan.. barang beginian ternyata harus video unboxing jg.,Negative,ang di kota tangerang pengiriman tidak lengkap ud gt barang yg satu ny rusak sangat mengecewakan barang beginian ternyata harus video unboxing jg,0
"Selalu suka dengan dr soap,,,repeat order selalu beli disini",Positive,selalu suka dengan dr soap repeat order selalu beli disini,1
"panduan instal nya lengkap,gamenya bagus,sellernya fast respon mantap suksess terus",Positive,panduan instal nya lengkap gamenya bagus sellernya fast respon mantap suksess terus,1
packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,Positive,packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,1
"pengirimannya cepet, tapi barangnya tidak sesuai ekspektasi",Negative,pengirimannya cepet tapi barangnya tidak sesuai ekspektasi,0
jilbabya lecek dan banyak benang jahitan,Negative,jilbabya lecek dan banyak benang jahitan,0
Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.,Positive,harga terjangkau di bandingkan jrpass di tempat lain penukaran nya juga tanpa masalah next time pasti order kesini lagi,1
mantab dah .si kecil suka..terima kasih seller.ama pengiriman nya.terima kasih toko pedia,Positive,mantab dah si kecil suka terima kasih seller ama pengiriman nya terima kasih toko pedia,1
"Barang Sesuai Deskripsi. Produk Original. Mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra",Positive,barang sesuai deskripsi produk original mudah dipasang barang oke kiriman cepat original no ongkir dari tokopedia barang sesuai pesanan seller mantap paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir bebas ongkir extra,1
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust. bahan nya agak kasar ga lembut. saya khawatir ini gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,Negative,paraahh bgt box hipseat tdk sesuai dgn yg saya pesan box rusak banget padahal kemasan luar rapih itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust bahan nya agak kasar ga lembut saya khawatir ini gak ori walopun lg promo tp tolong diberesin dong pengemasan nya masa salah box gimana sih,0
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,Negative,beratnya tidak sesuai katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing pdhl sy mau blanja banyak tapi mhl diongkir pdhl berat riil nya jauuh dari estimasi,0
BOHONG gak dapat Hadiah kapok beli d sini ??????????????,Negative,bohong gak dapat hadiah kapok beli d sini,0
"barang ok, pengiriman cepat recommended seller",Positive,barang ok pengiriman cepat recommended seller,1
keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Positive,keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min,1
"respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. Minus tidak ada, perbandingan barang sesuai foto testi saya. Harga dan barang sesuai, dan baterai normal ya gan..",Positive,respon admin oke ekspedisi kurir aman packing ergonomis dan selamat sampai tujuan minus tidak ada perbandingan barang sesuai foto testi saya harga dan barang sesuai dan baterai normal ya gan,1
tas nya kurang bagus .. how how,Negative,tas nya kurang bagus how how,0
produknya sekali pakai doang setelah itu rusak... kecewa bangettt,Negative,produknya sekali pakai doang setelah itu rusak kecewa bangettt,0
barangnya cepat sampai terimakasih,Positive,barangnya cepat sampai terimakasih,1
"kecil sekali, sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya 0-1 th. sayang banget padahal lucu.",Negative,kecil sekali sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya th sayang banget padahal lucu,0
mantap??????????,Positive,mantap,1
Mantaap...rekomendasi banget murah bukan murahan dan enak rasanya,Positive,mantaap rekomendasi banget murah bukan murahan dan enak rasanya,1
"tipis banget, ukurannya terlalu kecil tidak sesuai usia",Negative,tipis banget ukurannya terlalu kecil tidak sesuai usia,0
"baru diminum sedikit, besoknya udah basi :(",Negative,baru diminum sedikit besoknya udah basi,0
ada sedikit cacat lipatan jahitannya,Negative,ada sedikit cacat lipatan jahitannya,0
"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",Positive,pelayanan bagus mantap rekomen banget beli disini terima kasih,1
Bahannya nyaman ??. Nyaman di punggung. Nyaman di punggung. Desain ergonomis. Desain ergonomis. Beban tersebar merata. Beban tersebar merata. Gampang dipakai. Gampang dipakai. Bahannya fleksibel. Penjualnya ramah banget. Proses pesanan cepat. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Packaging rapi. Respon penjualnya top.,Positive,bahannya nyaman nyaman di punggung nyaman di punggung desain ergonomis desain ergonomis beban tersebar merata beban tersebar merata gampang dipakai gampang dipakai bahannya fleksibel penjualnya ramah banget proses pesanan cepat proses pesanan cepat packaging aman packaging rapi packaging rapi respon penjualnya top,1
Sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon ??,Negative,sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon,0
"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,kecewa barang gak sampe toko nya gak mau tanggung jawab dan respon nya lama bgt bener bener kecewa jgn beli disini lagi untuk kalian yang baca komen ini respon nya lama bgt dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab beli barang tapi barangnya gak sampe bener bener kecewa,0
"kecewa, padahal udah batalkan pesanan karena ada masalah produk, tapi masih aja dikirim, entah gak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas?? big no buat sekelas official store. Poin plusnya produk yg dikirim sesuai dengan yang dipesan",Negative,kecewa padahal udah batalkan pesanan karena ada masalah produk tapi masih aja dikirim entah gak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas big no buat sekelas official store poin plusnya produk yg dikirim sesuai dengan yang dipesan,0
cantiik kertas kadonya... packaging ok dan delivery-nya juga OK. Mantab lah dan bakal langganan di toko ini,Positive,cantiik kertas kadonya packaging ok dan delivery nya juga ok mantab lah dan bakal langganan di toko ini,1
Admin sangat ramah & sabar menghadapi berbagai pertanyaan2.. sangat rekomended !,Positive,admin sangat ramah sabar menghadapi berbagai pertanyaan sangat rekomended,1
"produk cukup bagus, pas sesuai harga",Positive,produk cukup bagus pas sesuai harga,1
"penyok, packingnya juga kurang aman",Negative,penyok packingnya juga kurang aman,0
belum seminggu udah ga fungsi,Negative,belum seminggu udah ga fungsi,0
"Barang bagus,oke, cepat pengirimannya juga",Positive,barang bagus oke cepat pengirimannya juga,1
"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Positive,packaging ok sealed mulus sampai dengan selamat thank you,1
Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,Negative,tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas,0
"Produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. Selain itu, seller sangat tidak layak menjadi official store.. Pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi/sistem Tokped. Selain itu, sangat slow response seller ini. NOT RECOMMENDED..",Negative,produk yg dikirim awal tidak dapat berfungsi dengan semestinya meskipun sdh dikirimkan lg produk lainnya selain itu seller sangat tidak layak menjadi official store pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi sistem tokped selain itu sangat slow response seller ini not recommended,0
Barang datang dalam keadaan penyok,Negative,barang datang dalam keadaan penyok,0
"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",Positive,mantabbbb barang bagus dan berkuslitass topp dahhh,1
Barang berfungsi dengan baik. Packaging aman ??. Packaging aman ??. Barangnya original ??.,Positive,barang berfungsi dengan baik packaging aman packaging aman barangnya original,1
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,Negative,hati hati guys gua beli tiga terus satu bener bener gabisa dipake sengaja ngasih bintang satu lagian gua chat abangnya ga respon,0
"Pengirimannya gimana ya ini? Sayang bgt bukunya jadi cacat gitu, jadi keliatan bekas :( padahal buat kado",Negative,pengirimannya gimana ya ini sayang bgt bukunya jadi cacat gitu jadi keliatan bekas padahal buat kado,0
saya dimarahin emak saya barangnya kurang,Negative,saya dimarahin emak saya barangnya kurang,0
"bagus kokoh, sellernya ramah beut eyyy puas deh bakal repurchase lagi",Positive,bagus kokoh sellernya ramah beut eyyy puas deh bakal repurchase lagi,1
Tampak luar ok cuma resletingnya ga bisa dibuka. gerigi resletingnya sudah rusak 1,Negative,tampak luar ok cuma resletingnya ga bisa dibuka gerigi resletingnya sudah rusak,0
"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",Negative,pengiriman lama banget kurirnya gagal pickup terus setrikanya ternyata besar dan lumayan berat packingnya tipiss cuma bublewrap selapis kualitas strikanya jg kurang menurutku soalnya ga terlalu panas jd lama setrikanya,0
bahannya jelek ....pokoknya kecewaaaa aja,Negative,bahannya jelek pokoknya kecewaaaa aja,0
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,Positive,diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,1
kotaknya jelek! penyok! bungkus seadanya doang,Negative,kotaknya jelek penyok bungkus seadanya doang,0
"Lampunya terang!. Pancaran cahaya lampu yg baik. seller cepat responnya, pengiriman cepat dan aman.??????",Positive,lampunya terang pancaran cahaya lampu yg baik seller cepat responnya pengiriman cepat dan aman,1
barang gak datang ini penipuan,Negative,barang gak datang ini penipuan,0
"Ukuran XL baju oke, tapi celananya tdk XL kekecilan. Baju bisa Pakai celana tidak???? Baju yg dikirim celananya robek pas di jahitan, tdk di check dulu sblm kirim.",Negative,ukuran xl baju oke tapi celananya tdk xl kekecilan baju bisa pakai celana tidak baju yg dikirim celananya robek pas di jahitan tdk di check dulu sblm kirim,0
"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,mantap paket sudah sampai makasih ya gan sukses selalu gan,1
menyesaalllll ternyata bahan sama aja dengan yang harga 30rb ??,Negative,menyesaalllll ternyata bahan sama aja dengan yang harga rb,0
"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",Negative,pesen playdogh dikirim cuma pesen stamp tp ga dikirim padahal byr full ga ada cfm sama sekali sangat ga rekomended tokonya maaf sy ksh bintang lain kali hrs lebih amanah kl jual,0
ada yg cacatt satu lubang,Negative,ada yg cacatt satu lubang,0
brg di trima dgn baik n respon cepat tks,Positive,brg di trima dgn baik n respon cepat tks,1
"Biasa aja, toko tak mau terima pembatalan! Hati2 order disini",Negative,biasa aja toko tak mau terima pembatalan hati order disini,0
jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,Negative,jelek banget barang orderan ga sampai tapi di keterangan nya sdh keterima jgn order disini order barang ga sampe,0
paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih,Negative,paketany ru nyampe lgsung di cek salah satu stik na analog na rusak diorder yg ke x na tolong jk order lg tolong dicek kondisi stiknya sblum dikirim terimakasih,0
Barang jadi lebih aman dan pembeli tenang,Positive,barang jadi lebih aman dan pembeli tenang,1
ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,Negative,ini bukan kaos kaki tidak ada tumitnya sekali pakai langsung melar,0
"Puas banget, seller helpfull, sangat responsif dan cepet banget sampai nya, recomended...",Positive,puas banget seller helpfull sangat responsif dan cepet banget sampai nya recomended,1
Barang sesuai & cepat sampai,Positive,barang sesuai cepat sampai,1
"Ini toko korup.,ga sesuai sama isinya..not recommended",Negative,ini toko korup ga sesuai sama isinya not recommended,0
"Bagus bgtt, modelny kecil, wrnnya bagus. Sedotannya Kuat",Positive,bagus bgtt modelny kecil wrnnya bagus sedotannya kuat,1
"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",Negative,ngga bs charging sama sekali boro fast charging kecewa udah pake kepala charger semia ngga bs charging colok ke laptop yg ngga koneksi atau charging,0
"selalu puas belanja disini, packing aman sehingga brg diterima dlm keadaan baik tanpa cacat, respon dan pengiriman cpt. brg sesuai dengan deskripsi. Positive seller",Positive,selalu puas belanja disini packing aman sehingga brg diterima dlm keadaan baik tanpa cacat respon dan pengiriman cpt brg sesuai dengan deskripsi positive seller,1
Packaging aman dan bagus. Barang sesuai deskripsi.,Positive,packaging aman dan bagus barang sesuai deskripsi,1
Kura kuranya tidak mulus,Negative,kura kuranya tidak mulus,0
"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive,hasil memuaskan bahan sesuai deskripsi dan pengerjaan cepat was wes wus,1
Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,Negative,jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,0
"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak",Positive,mantap dettol packaging super aman pakai air bag prosesnya cepat wanginya enak,1
Kapok belanja disini lama banget pengiriman nya!,Negative,kapok belanja disini lama banget pengiriman nya,0
hancur patah patah semua,Negative,hancur patah patah semua,0
"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang",Negative,dikasi bonus gratisan hair mask serie expert tapi uda expire barangnya pas dipake bikin kepala ketombean kl ga niat ngasih gratisan mending ga usah sih drpd bikin rusak rambut orang,0
