review,sentiment,emotion,clean_review,sentiment_label,emotion_label
Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,Negative,Sadness,minta size dikirim semuanya tanpa ada konfirmasi dahulu,0,4
Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response,Negative,Anger,barang tidak dapat di operasikan sudah menghubungi customer service belom ada response,0,0
"Niatnya sihh baik dibonusin Creative Planting Kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir..",Negative,Sadness,niatnya sihh baik dibonusin creative planting kit tp kayaknya ga dipikirin matang ngemasnya gimana biar ga berantakan di dalam box nya alhasil justru barang yg dipesen jadi kotor kena tumpahan pasir,0,4
"bubel gak di kasih,,, padahal ud atc...................",Negative,Fear,bubel gak di kasih padahal ud atc,0,1
"Harganya terlalu mahal untuk kualitas setipis itu, tapi gpp deh semoga nanti lebih murah",Negative,Sadness,harganya terlalu mahal untuk kualitas setipis itu tapi gpp deh semoga nanti lebih murah,0,4
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,Negative,Sadness,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh dicek dalemnya lakban nya pun penyok penyok menyedihkan,0,4
penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative,Fear,penjual adalah calo jual barang orang lain di chat gak jelas hati lah,0,1
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",Negative,Fear,order dan gambar truck pemadam kok dikirim mobilan police not recommended,0,1
saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,Negative,Anger,saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,0,0
Mantul dan recomanded,Positive,Happy,mantul dan recomanded,1,2
"pelayanan gercep dan mantep, cuman kualitas suara kurang, tapi buat harga 100rban mah mantep",Positive,Happy,pelayanan gercep dan mantep cuman kualitas suara kurang tapi buat harga rban mah mantep,1,2
"mantavv sesuai pesanan ,joss",Positive,Love,mantavv sesuai pesanan joss,1,3
Parah ini toko ga ada tanggung jawab nya,Negative,Fear,parah ini toko ga ada tanggung jawab nya,0,1
jelek,Negative,Anger,jelek,0,0
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,Positive,Love,respon dan barang di proses dengan cepat thx kyou recommended banget,1,3
"Mantaapp, ringan rasanyaa, mantul produk dalam negeri..",Positive,Happy,mantaapp ringan rasanyaa mantul produk dalam negeri,1,2
Jamnya berfungsi normal. Ukuran sesuai. Keren banget modelnya.,Positive,Love,jamnya berfungsi normal ukuran sesuai keren banget modelnya,1,3
"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan",Positive,Happy,packing bubble ok kualitas barang sesuai harga makasih gan,1,2
Kemasannya sangat bagus,Positive,Happy,kemasannya sangat bagus,1,2
Suara yang dihasilkan oke dan jelas. Tidak terdpat maslah. Mkasih,Positive,Happy,suara yang dihasilkan oke dan jelas tidak terdpat maslah mkasih,1,2
ang di kota tangerang pengiriman tidak lengkap... ud gt barang yg satu ny rusak. sangat mengecewakan.. barang beginian ternyata harus video unboxing jg.,Negative,Sadness,ang di kota tangerang pengiriman tidak lengkap ud gt barang yg satu ny rusak sangat mengecewakan barang beginian ternyata harus video unboxing jg,0,4
"Selalu suka dengan dr soap,,,repeat order selalu beli disini",Positive,Love,selalu suka dengan dr soap repeat order selalu beli disini,1,3
"panduan instal nya lengkap,gamenya bagus,sellernya fast respon mantap suksess terus",Positive,Happy,panduan instal nya lengkap gamenya bagus sellernya fast respon mantap suksess terus,1,2
packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,Positive,Happy,packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,1,2
"pengirimannya cepet, tapi barangnya tidak sesuai ekspektasi",Negative,Sadness,pengirimannya cepet tapi barangnya tidak sesuai ekspektasi,0,4
jilbabya lecek dan banyak benang jahitan,Negative,Anger,jilbabya lecek dan banyak benang jahitan,0,0
Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.,Positive,Happy,harga terjangkau di bandingkan jrpass di tempat lain penukaran nya juga tanpa masalah next time pasti order kesini lagi,1,2
mantab dah .si kecil suka..terima kasih seller.ama pengiriman nya.terima kasih toko pedia,Positive,Happy,mantab dah si kecil suka terima kasih seller ama pengiriman nya terima kasih toko pedia,1,2
"Barang Sesuai Deskripsi. Produk Original. Mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra",Positive,Love,barang sesuai deskripsi produk original mudah dipasang barang oke kiriman cepat original no ongkir dari tokopedia barang sesuai pesanan seller mantap paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir bebas ongkir extra,1,3
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust. bahan nya agak kasar ga lembut. saya khawatir ini gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,Negative,Fear,paraahh bgt box hipseat tdk sesuai dgn yg saya pesan box rusak banget padahal kemasan luar rapih itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust bahan nya agak kasar ga lembut saya khawatir ini gak ori walopun lg promo tp tolong diberesin dong pengemasan nya masa salah box gimana sih,0,1
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,Negative,Fear,beratnya tidak sesuai katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing pdhl sy mau blanja banyak tapi mhl diongkir pdhl berat riil nya jauuh dari estimasi,0,1
BOHONG gak dapat Hadiah kapok beli d sini ??????????????,Negative,Anger,bohong gak dapat hadiah kapok beli d sini,0,0
"barang ok, pengiriman cepat recommended seller",Positive,Love,barang ok pengiriman cepat recommended seller,1,3
keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Positive,Happy,keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min,1,2
"respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. Minus tidak ada, perbandingan barang sesuai foto testi saya. Harga dan barang sesuai, dan baterai normal ya gan..",Positive,Happy,respon admin oke ekspedisi kurir aman packing ergonomis dan selamat sampai tujuan minus tidak ada perbandingan barang sesuai foto testi saya harga dan barang sesuai dan baterai normal ya gan,1,2
tas nya kurang bagus .. how how,Negative,Sadness,tas nya kurang bagus how how,0,4
produknya sekali pakai doang setelah itu rusak... kecewa bangettt,Negative,Sadness,produknya sekali pakai doang setelah itu rusak kecewa bangettt,0,4
barangnya cepat sampai terimakasih,Positive,Happy,barangnya cepat sampai terimakasih,1,2
"kecil sekali, sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya 0-1 th. sayang banget padahal lucu.",Negative,Sadness,kecil sekali sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya th sayang banget padahal lucu,0,4
mantap??????????,Positive,Love,mantap,1,3
Mantaap...rekomendasi banget murah bukan murahan dan enak rasanya,Positive,Love,mantaap rekomendasi banget murah bukan murahan dan enak rasanya,1,3
"tipis banget, ukurannya terlalu kecil tidak sesuai usia",Negative,Sadness,tipis banget ukurannya terlalu kecil tidak sesuai usia,0,4
"baru diminum sedikit, besoknya udah basi :(",Negative,Sadness,baru diminum sedikit besoknya udah basi,0,4
ada sedikit cacat lipatan jahitannya,Negative,Sadness,ada sedikit cacat lipatan jahitannya,0,4
"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",Positive,Love,pelayanan bagus mantap rekomen banget beli disini terima kasih,1,3
Bahannya nyaman ??. Nyaman di punggung. Nyaman di punggung. Desain ergonomis. Desain ergonomis. Beban tersebar merata. Beban tersebar merata. Gampang dipakai. Gampang dipakai. Bahannya fleksibel. Penjualnya ramah banget. Proses pesanan cepat. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Packaging rapi. Respon penjualnya top.,Positive,Happy,bahannya nyaman nyaman di punggung nyaman di punggung desain ergonomis desain ergonomis beban tersebar merata beban tersebar merata gampang dipakai gampang dipakai bahannya fleksibel penjualnya ramah banget proses pesanan cepat proses pesanan cepat packaging aman packaging rapi packaging rapi respon penjualnya top,1,2
Sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon ??,Negative,Sadness,sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon,0,4
"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,Sadness,kecewa barang gak sampe toko nya gak mau tanggung jawab dan respon nya lama bgt bener bener kecewa jgn beli disini lagi untuk kalian yang baca komen ini respon nya lama bgt dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab beli barang tapi barangnya gak sampe bener bener kecewa,0,4
"kecewa, padahal udah batalkan pesanan karena ada masalah produk, tapi masih aja dikirim, entah gak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas?? big no buat sekelas official store. Poin plusnya produk yg dikirim sesuai dengan yang dipesan",Negative,Sadness,kecewa padahal udah batalkan pesanan karena ada masalah produk tapi masih aja dikirim entah gak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas big no buat sekelas official store poin plusnya produk yg dikirim sesuai dengan yang dipesan,0,4
cantiik kertas kadonya... packaging ok dan delivery-nya juga OK. Mantab lah dan bakal langganan di toko ini,Positive,Love,cantiik kertas kadonya packaging ok dan delivery nya juga ok mantab lah dan bakal langganan di toko ini,1,3
Admin sangat ramah & sabar menghadapi berbagai pertanyaan2.. sangat rekomended !,Positive,Love,admin sangat ramah sabar menghadapi berbagai pertanyaan sangat rekomended,1,3
"produk cukup bagus, pas sesuai harga",Positive,Happy,produk cukup bagus pas sesuai harga,1,2
"penyok, packingnya juga kurang aman",Negative,Anger,penyok packingnya juga kurang aman,0,0
belum seminggu udah ga fungsi,Negative,Sadness,belum seminggu udah ga fungsi,0,4
"Barang bagus,oke, cepat pengirimannya juga",Positive,Happy,barang bagus oke cepat pengirimannya juga,1,2
"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Positive,Happy,packaging ok sealed mulus sampai dengan selamat thank you,1,2
Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,Negative,Fear,tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas,0,1
"Produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. Selain itu, seller sangat tidak layak menjadi official store.. Pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi/sistem Tokped. Selain itu, sangat slow response seller ini. NOT RECOMMENDED..",Negative,Fear,produk yg dikirim awal tidak dapat berfungsi dengan semestinya meskipun sdh dikirimkan lg produk lainnya selain itu seller sangat tidak layak menjadi official store pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi sistem tokped selain itu sangat slow response seller ini not recommended,0,1
Barang datang dalam keadaan penyok,Negative,Sadness,barang datang dalam keadaan penyok,0,4
"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",Positive,Love,mantabbbb barang bagus dan berkuslitass topp dahhh,1,3
Barang berfungsi dengan baik. Packaging aman ??. Packaging aman ??. Barangnya original ??.,Positive,Happy,barang berfungsi dengan baik packaging aman packaging aman barangnya original,1,2
Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,Negative,Fear,hati hati guys gua beli tiga terus satu bener bener gabisa dipake sengaja ngasih bintang satu lagian gua chat abangnya ga respon,0,1
"Pengirimannya gimana ya ini? Sayang bgt bukunya jadi cacat gitu, jadi keliatan bekas :( padahal buat kado",Negative,Sadness,pengirimannya gimana ya ini sayang bgt bukunya jadi cacat gitu jadi keliatan bekas padahal buat kado,0,4
saya dimarahin emak saya barangnya kurang,Negative,Anger,saya dimarahin emak saya barangnya kurang,0,0
"bagus kokoh, sellernya ramah beut eyyy puas deh bakal repurchase lagi",Positive,Love,bagus kokoh sellernya ramah beut eyyy puas deh bakal repurchase lagi,1,3
Tampak luar ok cuma resletingnya ga bisa dibuka. gerigi resletingnya sudah rusak 1,Negative,Sadness,tampak luar ok cuma resletingnya ga bisa dibuka gerigi resletingnya sudah rusak,0,4
"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",Negative,Fear,pengiriman lama banget kurirnya gagal pickup terus setrikanya ternyata besar dan lumayan berat packingnya tipiss cuma bublewrap selapis kualitas strikanya jg kurang menurutku soalnya ga terlalu panas jd lama setrikanya,0,1
bahannya jelek ....pokoknya kecewaaaa aja,Negative,Anger,bahannya jelek pokoknya kecewaaaa aja,0,0
Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,Positive,Happy,diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,1,2
kotaknya jelek! penyok! bungkus seadanya doang,Negative,Anger,kotaknya jelek penyok bungkus seadanya doang,0,0
"Lampunya terang!. Pancaran cahaya lampu yg baik. seller cepat responnya, pengiriman cepat dan aman.??????",Positive,Love,lampunya terang pancaran cahaya lampu yg baik seller cepat responnya pengiriman cepat dan aman,1,3
barang gak datang ini penipuan,Negative,Fear,barang gak datang ini penipuan,0,1
"Ukuran XL baju oke, tapi celananya tdk XL kekecilan. Baju bisa Pakai celana tidak???? Baju yg dikirim celananya robek pas di jahitan, tdk di check dulu sblm kirim.",Negative,Sadness,ukuran xl baju oke tapi celananya tdk xl kekecilan baju bisa pakai celana tidak baju yg dikirim celananya robek pas di jahitan tdk di check dulu sblm kirim,0,4
"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,Love,mantap paket sudah sampai makasih ya gan sukses selalu gan,1,3
menyesaalllll ternyata bahan sama aja dengan yang harga 30rb ??,Negative,Sadness,menyesaalllll ternyata bahan sama aja dengan yang harga rb,0,4
"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",Negative,Fear,pesen playdogh dikirim cuma pesen stamp tp ga dikirim padahal byr full ga ada cfm sama sekali sangat ga rekomended tokonya maaf sy ksh bintang lain kali hrs lebih amanah kl jual,0,1
ada yg cacatt satu lubang,Negative,Sadness,ada yg cacatt satu lubang,0,4
brg di trima dgn baik n respon cepat tks,Positive,Happy,brg di trima dgn baik n respon cepat tks,1,2
"Biasa aja, toko tak mau terima pembatalan! Hati2 order disini",Negative,Fear,biasa aja toko tak mau terima pembatalan hati order disini,0,1
jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,Negative,Fear,jelek banget barang orderan ga sampai tapi di keterangan nya sdh keterima jgn order disini order barang ga sampe,0,1
paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih,Negative,Fear,paketany ru nyampe lgsung di cek salah satu stik na analog na rusak diorder yg ke x na tolong jk order lg tolong dicek kondisi stiknya sblum dikirim terimakasih,0,1
Barang jadi lebih aman dan pembeli tenang,Positive,Happy,barang jadi lebih aman dan pembeli tenang,1,2
ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,Negative,Sadness,ini bukan kaos kaki tidak ada tumitnya sekali pakai langsung melar,0,4
"Puas banget, seller helpfull, sangat responsif dan cepet banget sampai nya, recomended...",Positive,Happy,puas banget seller helpfull sangat responsif dan cepet banget sampai nya recomended,1,2
Barang sesuai & cepat sampai,Positive,Happy,barang sesuai cepat sampai,1,2
"Ini toko korup.,ga sesuai sama isinya..not recommended",Negative,Fear,ini toko korup ga sesuai sama isinya not recommended,0,1
"Bagus bgtt, modelny kecil, wrnnya bagus. Sedotannya Kuat",Positive,Love,bagus bgtt modelny kecil wrnnya bagus sedotannya kuat,1,3
"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",Negative,Sadness,ngga bs charging sama sekali boro fast charging kecewa udah pake kepala charger semia ngga bs charging colok ke laptop yg ngga koneksi atau charging,0,4
"selalu puas belanja disini, packing aman sehingga brg diterima dlm keadaan baik tanpa cacat, respon dan pengiriman cpt. brg sesuai dengan deskripsi. Positive seller",Positive,Happy,selalu puas belanja disini packing aman sehingga brg diterima dlm keadaan baik tanpa cacat respon dan pengiriman cpt brg sesuai dengan deskripsi positive seller,1,2
Packaging aman dan bagus. Barang sesuai deskripsi.,Positive,Happy,packaging aman dan bagus barang sesuai deskripsi,1,2
Kura kuranya tidak mulus,Negative,Sadness,kura kuranya tidak mulus,0,4
"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive,Love,hasil memuaskan bahan sesuai deskripsi dan pengerjaan cepat was wes wus,1,3
Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,Negative,Fear,jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,0,1
"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak",Positive,Happy,mantap dettol packaging super aman pakai air bag prosesnya cepat wanginya enak,1,2
Kapok belanja disini lama banget pengiriman nya!,Negative,Fear,kapok belanja disini lama banget pengiriman nya,0,1
hancur patah patah semua,Negative,Anger,hancur patah patah semua,0,0
"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang",Negative,Fear,dikasi bonus gratisan hair mask serie expert tapi uda expire barangnya pas dipake bikin kepala ketombean kl ga niat ngasih gratisan mending ga usah sih drpd bikin rusak rambut orang,0,1
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",Positive,Happy,toko alat ukur dan repeater memang oke nih layanannya responsif dan cepat kirim dengan aman produk drone fpv s lumayan untuk santai bermain camera di udara perlu fine tuning aja untuk posisi stabil karena bobot ringan waspada kalo tiupan angin mulai berisik drone tello gw sebelumnya lenyap kebawa angin kencang di perbukitan sibea bea bulan lalu enjoy playing this cheap drone thank you boss,1,2
"Sangat kecewa sekali. Produk kakinya goyang tidak rata oglek2. Hati2 jika membeli warna putih, karena tidak sesuai difoto produk. Barang yg sampai warna coklat, tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain. Saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya, dikirimkan warna berbeda dari yang dipesan. Walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order, percuma saja.",Negative,Fear,sangat kecewa sekali produk kakinya goyang tidak rata oglek hati jika membeli warna putih karena tidak sesuai difoto produk barang yg sampai warna coklat tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya dikirimkan warna berbeda dari yang dipesan walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order percuma saja,0,1
"Barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. Trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. Kan sebelum di kirim harus nya di cek dulu. Mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.",Negative,Anger,barang nya robek dan penyok di chat ke penjualnya malah bilang wajar karna produksi masal trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock kan sebelum di kirim harus nya di cek dulu mana posisinya kebalik yg bagian dalam diluar ngebaliknya kan susah kaku,0,0
"Bau parfum Coffeenya kurang enak, untuk alat nya banyak baret2",Negative,Fear,bau parfum coffeenya kurang enak untuk alat nya banyak baret,0,1
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",Negative,Fear,belinya dikirim kurang teliti dalam mengirim pesanan,0,1
Suaranya jernih. Nyaman dipakai lama. Bass-nya mantap.,Positive,Happy,suaranya jernih nyaman dipakai lama bass nya mantap,1,2
"plastiknya cukup tebal, desainnya keliatan cukup kokoh. Langsung dipakai utk zoom. hape stabil. mudah2an awet.",Positive,Happy,plastiknya cukup tebal desainnya keliatan cukup kokoh langsung dipakai utk zoom hape stabil mudah an awet,1,2
mantap dapet harga yg miring. pengiriman sehari kemudian lgsg sampee! packing aman dan rapih. expired juga masih 2023. makasihhh,Positive,Happy,mantap dapet harga yg miring pengiriman sehari kemudian lgsg sampee packing aman dan rapih expired juga masih makasihhh,1,2
Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,Positive,Happy,admin super responsif cartridge berfungsi dengan baik sayang bgt cuma bisa ngasih bintang,1,2
Material Produk Bagus. Kualitas Produk Bagus. Produk Sesuai. Produk Berfungsi Dengan Baik.,Positive,Happy,material produk bagus kualitas produk bagus produk sesuai produk berfungsi dengan baik,1,2
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",Negative,Fear,barang pecah dikotak tidak diberi himbauan barang mudah pecah,0,1
"Paketnya udah dibubble wrap tapi tetep aja penyok, syukur dalemnya gpp. Berfungsi dengan baik, tapi entah nggak disemprot aernya rembes ke lantai. untuk Qualitynya oke aja sesuai harga lah.",Positive,Happy,paketnya udah dibubble wrap tapi tetep aja penyok syukur dalemnya gpp berfungsi dengan baik tapi entah nggak disemprot aernya rembes ke lantai untuk qualitynya oke aja sesuai harga lah,1,2
Kualitas bahan sangat baik????. Produk original ??. Berfungsi dengan baik.,Positive,Love,kualitas bahan sangat baik produk original berfungsi dengan baik,1,3
warnanya kusam ternyata...,Negative,Sadness,warnanya kusam ternyata,0,4
pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,Negative,Anger,pas datang ky bau tape basi ga ky yg sebelumnya pesan kynya sudah rusak,0,0
"Pesan 4 box yang disegel plastik hanya 1 buah, yang 3 lain tidak ada segel. Ini apa maksudnya ya kenapa dibedakan seperti ini? Bagaimana higenitas masker ini?",Negative,Fear,pesan box yang disegel plastik hanya buah yang lain tidak ada segel ini apa maksudnya ya kenapa dibedakan seperti ini bagaimana higenitas masker ini,0,1
Not recommend Gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,Negative,Fear,not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,0,1
Berfungsi dengan baik di korea,Positive,Happy,berfungsi dengan baik di korea,1,2
"Pesen hari selasa malem, nyampe rumah rabu sore.. kamis masih aman, jumat pagi di minum udh asem.. padahal masih banyak.. jadi kecewa :(",Negative,Sadness,pesen hari selasa malem nyampe rumah rabu sore kamis masih aman jumat pagi di minum udh asem padahal masih banyak jadi kecewa,0,4
Puas dengan barangnya,Positive,Happy,puas dengan barangnya,1,2
"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",Negative,Sadness,utk pencil alis nya yg matic sampai di tempat patah free kaca ny pecah,0,4
ini si bukan mobil hotwheels. nggak sesuai sama iklan. mengecewakan,Negative,Sadness,ini si bukan mobil hotwheels nggak sesuai sama iklan mengecewakan,0,4
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Positive,Happy,wae keren alatnya berasa jadi pengrajin rokok matap seler ramah pros s cepat pengiriman juga cepat,1,2
"Barang sudah diterima, sudah dites dan berfungsi dg baik + mantaaaaap..... recomended seller",Positive,Love,barang sudah diterima sudah dites dan berfungsi dg baik mantaaaaap recomended seller,1,3
"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,Happy,barang sudah di trima dgn baik dan rapi suara nya oke thanks,1,2
"barang yg dikirim ternyata cacat produk, sisi yg satunya lepasan tdk ada ukuran/pengait nya,",Negative,Fear,barang yg dikirim ternyata cacat produk sisi yg satunya lepasan tdk ada ukuran pengait nya,0,1
biasa aja..harga lebih mahal dri toko sebelah,Negative,Fear,biasa aja harga lebih mahal dri toko sebelah,0,1
barang tidak berfungsi sama sekali...seperti membeli barang rusak,Negative,Fear,barang tidak berfungsi sama sekali seperti membeli barang rusak,0,1
"produk bagus, kualitas OK, kuat, dan pengiriman cepat, packing aman",Positive,Happy,produk bagus kualitas ok kuat dan pengiriman cepat packing aman,1,2
"cukup sekali aja beli disini.. barang baru dikirim setelah 3 hari order, di chat gak direspon, packaging terkesan asal.. cukup tau aja..",Negative,Fear,cukup sekali aja beli disini barang baru dikirim setelah hari order di chat gak direspon packaging terkesan asal cukup tau aja,0,1
MANTAPPPPP,Positive,Love,mantappppp,1,3
mantappppp,Positive,Love,mantappppp,1,3
"barang bagus, meskipun agak panas",Positive,Happy,barang bagus meskipun agak panas,1,2
barang sudah sampai tapi tidak sesuai sample,Negative,Fear,barang sudah sampai tapi tidak sesuai sample,0,1
Barang diterima sesuai pesanan,Positive,Happy,barang diterima sesuai pesanan,1,2
"Kurang suka wangi lemon grass, terasa panas saat terhirup",Negative,Sadness,kurang suka wangi lemon grass terasa panas saat terhirup,0,4
"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",Negative,Fear,udh kecil diisi ga full banjir minyak jdi kira isi nya stgh lbh dkit dr tempat kecilnya ga lbh dr sendok makan maaf ga worth utk hrg segini,0,1
Dapet 1 bolong. Pelayanan gak ramah. Udh tau salah gak ada kata maaf. Pesen yg smpe hari ini. Di kirim malah bsk dgn alesan ngbodohin customer. Pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. Klo salah ya minta maaf bukan malah boong. Paket jg di kirim berantakan asal masukin. Jangan sombong mentang2 udh bnyk yg beli. Inget tanpa customer anda bukan siapa2.,Negative,Anger,dapet bolong pelayanan gak ramah udh tau salah gak ada kata maaf pesen yg smpe hari ini di kirim malah bsk dgn alesan ngbodohin customer pdhl beli dsni udh berkali tp kali pembelian terakhir selalu ngaret klo salah ya minta maaf bukan malah boong paket jg di kirim berantakan asal masukin jangan sombong mentang udh bnyk yg beli inget tanpa customer anda bukan siapa,0,0
"kemasan rapih,pengiriman cepat,semoga cocok",Positive,Happy,kemasan rapih pengiriman cepat semoga cocok,1,2
