review,sentiment,emotion,clean_review,sentiment_label,emotion_label
lucu bgt warnanya. recommended harga murah tapi ngga murahan. next bakal order lagi,Positive,Love,lucu bgt warnanya recommended harga murah tapi ngga murahan next bakal order lagi,1,3
"isi paket via link aja yg di rekomendasikan aja selalu gagal,via ovo,mandiri sampe BCA aja selalu gagal..ga siap system' nya jangan jualan..",Negative,Fear,isi paket via link aja yg di rekomendasikan aja selalu gagal via ovo mandiri sampe bca aja selalu gagal ga siap system nya jangan jualan,0,1
Bocor rembes bagian atas . kalo dimiringin bisa abis,Negative,Fear,bocor rembes bagian atas kalo dimiringin bisa abis,0,1
"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Negative,Sadness,barang dibungkus pakai bubblewarp trs pecah gatau dari jasa kirimnya atau pengemasannya selain itu jasa kirimnya lama bgt asli lumayan kecewa,0,4
garansi resmi. kelengkapan sesuai. garansi internasional. Harganya bersaing.,Positive,Happy,garansi resmi kelengkapan sesuai garansi internasional harganya bersaing,1,2
"Barang terlihat murahan, sangat keset dan sulit saat ingin membuka payung maupun menutup payung, nyesel deh beli",Negative,Sadness,barang terlihat murahan sangat keset dan sulit saat ingin membuka payung maupun menutup payung nyesel deh beli,0,4
"toko benalu, gk jelas barangnya.. sampah",Negative,Anger,toko benalu gk jelas barangnya sampah,0,0
"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",Negative,Anger,barang baru sampe trus dicoba awal nya bagus tiba tiba mesin nya mati udah dicoba berkali kali tetap ga hidup seller di chat tidak respon dana sudah diterima seller tokopedia ga bisa bantu komplain saya kecewa sekali sudah hari sejak komplain saya cuma disuruh nunggu katanya di cek tiap hari saya tanya masih dicek ga pernah sekalipun duluan kasih info soal barang saya selalu saya yg tanya duluan jadi kapan penyelesaian nya baru sekali ini belanja di tokopedia kena seller ga bagus begini minta refund ga ditanggapi barang saya juga ga tau kemana dan diapain saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim menyebalkan,0,0
Pesan lain warna dikirim. Warna yg sama. Kecewa seh tp ya sdhlah,Negative,Sadness,pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,0,4
Bubble wrap mana bukunya jadi kena benturan :(,Negative,Sadness,bubble wrap mana bukunya jadi kena benturan,0,4
MasyaaAllah bagusss muraaahhhh jangan Ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal��jangan Ragu beli ditoko ini ya ????,Positive,Love,masyaaallah bagusss muraaahhhh jangan ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal jangan ragu beli ditoko ini ya,1,3
"Sy pesan lilin yg angka 1 dan 6 . Tpi di kirim nya angka 7 . Angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . Sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . Sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . Sy cmn pesan utk ke Dpn nya blajarlah yg Teliti sebelum brng di kirim .",Negative,Fear,sy pesan lilin yg angka dan tpi di kirim nya angka angka nya sdh benar pdhl wkt beli sy sdh jlalasin sy mau yg angka dan sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai sy udh tunggu brp hr tau smp brng nya dan di buka yg di kirim lain sm yg di beli sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim,0,1
"barangnya sesuai pesanan dan bagus banget, tapi ada satu yg agak aus samping luar nya karena packibg kebuka.",Positive,Happy,barangnya sesuai pesanan dan bagus banget tapi ada satu yg agak aus samping luar nya karena packibg kebuka,1,2
sambal nya asem chat penjual gak respon kecewa,Negative,Sadness,sambal nya asem chat penjual gak respon kecewa,0,4
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",Negative,Fear,barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,0,1
Pengiriman okay. Packing aman. Barang sesuai deskripsi.,Positive,Happy,pengiriman okay packing aman barang sesuai deskripsi,1,2
Brang bagus. Kbel bisa cuma kalo di pake panas di pegangan lampunnya,Positive,Happy,brang bagus kbel bisa cuma kalo di pake panas di pegangan lampunnya,1,2
Terbaikkk sayang banget emasnya gemoy,Positive,Love,terbaikkk sayang banget emasnya gemoy,1,3
"Parah prosesnya lama banget, semoga ini bisa jadi pelajaram buat team logitech",Negative,Fear,parah prosesnya lama banget semoga ini bisa jadi pelajaram buat team logitech,0,1
"Bahannya jelek, yah memang sesuai dgn harganya sih. Lipatannya terlalu kentara, akhirnya tidak bisa dipakai...",Negative,Sadness,bahannya jelek yah memang sesuai dgn harganya sih lipatannya terlalu kentara akhirnya tidak bisa dipakai,0,4
"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",Negative,Anger,saya tulis dicatatan hitam dan putih tapi yang dikirim hitam semua apa gunanya catatan lagian ini kaos kaki anak sd ga muat di kaki orang dewasa,0,0
"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",Negative,Sadness,pesan warna biru dikirim warna pink padahal buat anak cowok packing lelet sampai jam kecewa,0,4
order yang dual glass dikirim yang mono hddhh g jelas,Negative,Anger,order yang dual glass dikirim yang mono hddhh g jelas,0,0
ga sesuai dengan banner nya katanya Free teflon tapi teflon tidak dikirim sangat kecewa,Negative,Sadness,ga sesuai dengan banner nya katanya free teflon tapi teflon tidak dikirim sangat kecewa,0,4
"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,Happy,barang sudah di trima dgn baik dan rapi suara nya oke thanks,1,2
"Harga jauh lebih murah , fast response, ramah, dan sangat recommended. Pastinya akan order disini lagi. Pertahankan ya kak the best ????",Positive,Love,harga jauh lebih murah fast response ramah dan sangat recommended pastinya akan order disini lagi pertahankan ya kak the best,1,3
Mainannya bagus banget ??????,Positive,Love,mainannya bagus banget,1,3
"selalu puas belanja disini, packing aman sehingga brg diterima dlm keadaan baik tanpa cacat, respon dan pengiriman cpt. brg sesuai dengan deskripsi. Positive seller",Positive,Happy,selalu puas belanja disini packing aman sehingga brg diterima dlm keadaan baik tanpa cacat respon dan pengiriman cpt brg sesuai dengan deskripsi positive seller,1,2
"Kecewa sekali, masa sekelas P&G packingnya kayak gini cuma dilapisi plastik bening udah tau pembalut wanita yang sifatnya privasi, pengirimannya juga lama",Negative,Sadness,kecewa sekali masa sekelas p g packingnya kayak gini cuma dilapisi plastik bening udah tau pembalut wanita yang sifatnya privasi pengirimannya juga lama,0,4
"produk sudah dibatalkan dengan alasan jumlah yang tidak sesuai. toko cabang baru buka jam 9, di mana order di lakukan jam 6 dan dibatalan 1.5menit sesudah pembayaran. dari pihak toko bilang barang sudah diproses? barang diambil kurir dari toko cabang jam 17. toko yang tidak dapat dipercaya dan kelakuan memuakkan.",Negative,Anger,produk sudah dibatalkan dengan alasan jumlah yang tidak sesuai toko cabang baru buka jam di mana order di lakukan jam dan dibatalan menit sesudah pembayaran dari pihak toko bilang barang sudah diproses barang diambil kurir dari toko cabang jam toko yang tidak dapat dipercaya dan kelakuan memuakkan,0,0
Kacau beli lebih dari 1 lusin gak di kardusin.,Negative,Anger,kacau beli lebih dari lusin gak di kardusin,0,0
pengirimannya cepat. packingannya bgs,Positive,Happy,pengirimannya cepat packingannya bgs,1,2
"pencongkel nya ringkih sekali pakai patah, overall sesuai harga",Positive,Happy,pencongkel nya ringkih sekali pakai patah overall sesuai harga,1,2
Patah waktu mau di kencangkan,Negative,Fear,patah waktu mau di kencangkan,0,1
Pengiriman lama,Negative,Anger,pengiriman lama,0,0
tokonya terbaik sii ini mah... udh 4x order disini setiap anak ultah selalu pesen printilannya disini.. skg anak ke 2 ultah pun belinya disini. mantap,Positive,Love,tokonya terbaik sii ini mah udh x order disini setiap anak ultah selalu pesen printilannya disini skg anak ke ultah pun belinya disini mantap,1,3
"kualitas suara bagus, kualitas built jg bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia ngga ada mic spertinya... krn device saya tidak detek mic, jd kalo dipake telponan hrs ttp pake mic internal dari device. Tapi enak buat sekedar denger musik, nonton dan maen game",Positive,Happy,kualitas suara bagus kualitas built jg bagus dan kualitas battey ok banget cuma kekurangannya dia ngga ada mic spertinya krn device saya tidak detek mic jd kalo dipake telponan hrs ttp pake mic internal dari device tapi enak buat sekedar denger musik nonton dan maen game,1,2
kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,Negative,Anger,kenapa pesananya ndk sesuai ukuran yg di pesan klo stok kosong ya di ubah,0,0
"Ini pembelian yg ke 2, keren lah Nyaman untuk olahraga.",Positive,Love,ini pembelian yg ke keren lah nyaman untuk olahraga,1,3
tidak sesuai gambar,Negative,Sadness,tidak sesuai gambar,0,4
Cantik Banget,Positive,Love,cantik banget,1,3
oli ny palsu pantesan murah kecewa lah,Negative,Sadness,oli ny palsu pantesan murah kecewa lah,0,4
"baguss, sukaa bgttt next mau order lagi.",Positive,Love,baguss sukaa bgttt next mau order lagi,1,3
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Positive,Love,produk sesuai pengiriman cepat packing aman recommended seller,1,3
Jgn beli disini. Seller nya slow response ketika ada masalah produk. Saya beli helm ga dicek QC terlebih dahulu sblm dikirim. Helm ada lecetnya. Beli goggle osbe kacanya baret2 halus semua. Masuk pusat resolusi juga ga kooperatif. Selalu cek cctv yg ga jelas kapan ceknya dan apa yg dicek. Barang akhirnya diretur. Setelah sampai ga direspon2 lagi. Jadi mending lebih baik batal dimana solusi awal saya adalah retur refund dan disini ga ada itikad baik seller. Udah lapor cs pun CS terpaku sistem dan pas udah koar2 baru tuh CS hubungin seller. CS toped empatinya pun msh buruk. Klo sekelas selebgram cepet ditanganin. Giliran user biasa alasannya sistem. Beberapa jam menuju transaksi mau batal baru dibatalin ini seller.,Negative,Fear,jgn beli disini seller nya slow response ketika ada masalah produk saya beli helm ga dicek qc terlebih dahulu sblm dikirim helm ada lecetnya beli goggle osbe kacanya baret halus semua masuk pusat resolusi juga ga kooperatif selalu cek cctv yg ga jelas kapan ceknya dan apa yg dicek barang akhirnya diretur setelah sampai ga direspon lagi jadi mending lebih baik batal dimana solusi awal saya adalah retur refund dan disini ga ada itikad baik seller udah lapor cs pun cs terpaku sistem dan pas udah koar baru tuh cs hubungin seller cs toped empatinya pun msh buruk klo sekelas selebgram cepet ditanganin giliran user biasa alasannya sistem beberapa jam menuju transaksi mau batal baru dibatalin ini seller,0,1
Produk Original. Barang Sesuai Deskripsi. Bahan tebal. ponakan saya suka,Positive,Happy,produk original barang sesuai deskripsi bahan tebal ponakan saya suka,1,2
"Positive seller, fast respon, fast delivery rapih tidak cacat, Positive product diterima sesuai gambar serta deskripsi.. recommeded seller!",Positive,Love,positive seller fast respon fast delivery rapih tidak cacat positive product diterima sesuai gambar serta deskripsi recommeded seller,1,3
tdk sesuai pesanan,Negative,Fear,tdk sesuai pesanan,0,1
"kualitas pelayanan sama kayak pedagang emperan, atau bahkan lebih rendah,,, jangan beli di toko ini kalo tidak ingin kecewa, non ori, bukan agen atau distributor resmi jika dilihat dr pelayanannya sebagai info ya: barang tidak belum sy terima, dan sy membayar atas kualitas yang diberikan, jd harga pelayanan kalian hanya senilai 6000, kecil sekali ya????",Negative,Fear,kualitas pelayanan sama kayak pedagang emperan atau bahkan lebih rendah jangan beli di toko ini kalo tidak ingin kecewa non ori bukan agen atau distributor resmi jika dilihat dr pelayanannya sebagai info ya barang tidak belum sy terima dan sy membayar atas kualitas yang diberikan jd harga pelayanan kalian hanya senilai kecil sekali ya,0,1
"terlalu tipis, tali earloop longgar",Negative,Sadness,terlalu tipis tali earloop longgar,0,4
Nyaman dipakai yoga ??. Produk sesuai Ekspektasi.,Positive,Happy,nyaman dipakai yoga produk sesuai ekspektasi,1,2
"Pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Positive,Happy,pengiriman cepat packing aman barang bagus sesuai deskripsi terimakasih,1,2
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Positive,Happy,produk asli original suplemen bagus tanpa efek samping semoga segera berproses utk menambah pigmen rambut tks,1,2
Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,Positive,Love,rendangnya lembut n enak bngett pengiriman cepat rekomended deh,1,3
pengemasan perlu ditingkatkan,Negative,Sadness,pengemasan perlu ditingkatkan,0,4
service mengecewakan... sekali kecewa pasti saya kasi bintang 1 terus,Negative,Sadness,service mengecewakan sekali kecewa pasti saya kasi bintang terus,0,4
Alat bagus tapi gak bisa dipakai lama. Dipakai kurang dari 5 menit udah overload dan harus nunggu 30.Kerjaan bersih2 jadinya memakan waktu yg lama sekali,Negative,Sadness,alat bagus tapi gak bisa dipakai lama dipakai kurang dari menit udah overload dan harus nunggu kerjaan bersih jadinya memakan waktu yg lama sekali,0,4
G dikirim sm bubble wrap T.T,Negative,Fear,g dikirim sm bubble wrap t t,0,1
"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",Negative,Anger,pantes murah bubble wrap nya tipis kirain tebel nyesel order dimari,0,0
mantep om,Positive,Love,mantep om,1,3
Ga sesuai Datang cahaya putih. Padahal Minta cahaya yg hijau,Negative,Fear,ga sesuai datang cahaya putih padahal minta cahaya yg hijau,0,1
"paket datang kardus penyok & robek. malu klo buat kado. udah banyak yg gini, kenapa tidak ada perbaikan dr mooimom?",Negative,Fear,paket datang kardus penyok robek malu klo buat kado udah banyak yg gini kenapa tidak ada perbaikan dr mooimom,0,1
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",Positive,Happy,toko alat ukur dan repeater memang oke nih layanannya responsif dan cepat kirim dengan aman produk drone fpv s lumayan untuk santai bermain camera di udara perlu fine tuning aja untuk posisi stabil karena bobot ringan waspada kalo tiupan angin mulai berisik drone tello gw sebelumnya lenyap kebawa angin kencang di perbukitan sibea bea bulan lalu enjoy playing this cheap drone thank you boss,1,2
lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2,Positive,Happy,lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan,1,2
MANTAPPPPP,Positive,Love,mantappppp,1,3
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,Negative,Sadness,yg micro ini sering rusak coba di tingkatkn lg kualitasnya,0,4
Modelnya keren ??. Jahitannya rapi. Potongannya rapi. Ukuran sesuai. tidak kaku. Nyaman dipakai. Bahannya lembut.,Positive,Happy,modelnya keren jahitannya rapi potongannya rapi ukuran sesuai tidak kaku nyaman dipakai bahannya lembut,1,2
dusnya robek dan terbuka kemasannyaa,Negative,Fear,dusnya robek dan terbuka kemasannyaa,0,1
"yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini..",Negative,Anger,yang bener aja dong saya beli susu masa kemasannya kaya gini bener kecewa sudah mah ya lama dtgnya pas di open box kok hancur gini,0,0
Bagusssss,Positive,Love,bagusssss,1,3
5 jempol buat reseller dan produk nya ??????????,Positive,Love,jempol buat reseller dan produk nya,1,3
"barang sampe cepat, packaging rapi dan aman.cuma sayang bbrp fitur seperti tombol trigger dan AI Lock nya ga bisa. Tanya ke toko, mesti hub garansinya, toko ga bisa bantu. mohon maaf ya kasih bintangnya 3, karena saya kurang puas. trimakasih",Negative,Sadness,barang sampe cepat packaging rapi dan aman cuma sayang bbrp fitur seperti tombol trigger dan ai lock nya ga bisa tanya ke toko mesti hub garansinya toko ga bisa bantu mohon maaf ya kasih bintangnya karena saya kurang puas trimakasih,0,4
"Talinya gak ada satu, jadi gak bisa diikatkan dibagian belakang, jadi keliatan gak pas",Negative,Sadness,talinya gak ada satu jadi gak bisa diikatkan dibagian belakang jadi keliatan gak pas,0,4
"penjual tidak amanah, minta masker warna abu dan hitam,di kirim abu semua",Negative,Anger,penjual tidak amanah minta masker warna abu dan hitam di kirim abu semua,0,0
Bagussss.. Selalu repat order.,Positive,Love,bagussss selalu repat order,1,3
aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA,Negative,Fear,aktual nya barang tidak diterima padahal ini order ke untuk alamat dan penerima yang sama,0,1
BARANG TIDAK SESUAI PESANAN.. DIMINTA GOLD MALAH D KIRIM WARNA PUTIH DAN MERK LAIN!!,Negative,Anger,barang tidak sesuai pesanan diminta gold malah d kirim warna putih dan merk lain,0,0
Barang yang dikirim tidak sesuai dengan barang yang diterima,Negative,Sadness,barang yang dikirim tidak sesuai dengan barang yang diterima,0,4
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Negative,Fear,beli pcs hampir rusak semua bentuknya dan toko terus berdalih ya udah utk pelajaran aja utk yg mau beli,0,1
"ampun dah ini packing terasal yg pernah gua terima, ini klu patah gimana, awas aja isinya rusak pas gua pake ya",Negative,Fear,ampun dah ini packing terasal yg pernah gua terima ini klu patah gimana awas aja isinya rusak pas gua pake ya,0,1
"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Positive,Happy,all positive overall feelnya enak dulu sempet punya aga nyesel juga dulu sempet jual dri build quality beda lah sama controller dng harga yg sama better banget feel kerasa kokohnya buat housingnya,1,2
"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim",Negative,Fear,penguncinya kurang baris cuma muat baris saja baris setelah gak ada penguncinya jadi gak kepake yng baris sisanya kardus padahal utuh kayaknya kurang lengkap pas nyiapkan kadung klik tetima mohon lain kali di cek teliti sebelum kirim,0,1
"barang datang di kasih yang rusak, sungguh mengecewakan!!!! mainan nya tidak bisa nyangap... kapok beli di sini lagi!!!",Negative,Sadness,barang datang di kasih yang rusak sungguh mengecewakan mainan nya tidak bisa nyangap kapok beli di sini lagi,0,4
Warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada.,Negative,Sadness,warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada,0,4
"warnanya cantik,,,TPI syg kurang tajem,,kupas kulit bawang aja SMA potong tomat pisau yg kecilnya gk bsa",Negative,Sadness,warnanya cantik tpi syg kurang tajem kupas kulit bawang aja sma potong tomat pisau yg kecilnya gk bsa,0,4
"Proses cepat, kartu sim card dapat digunakan di pulau jeju dengan lancar tanpa ada halangan, makasih kenikura ??",Positive,Happy,proses cepat kartu sim card dapat digunakan di pulau jeju dengan lancar tanpa ada halangan makasih kenikura,1,2
kecewaaaaaaa...botol pecah!! ngenes bangeett,Negative,Sadness,kecewaaaaaaa botol pecah ngenes bangeett,0,4
"Dikirim bor nya kurang satu. Terus bukannya tinggal ngirim yang kurang, Saya harus ngirim balik 1 kotak. Buang2 ongkir. Sengaja dibikin repot.",Negative,Anger,dikirim bor nya kurang satu terus bukannya tinggal ngirim yang kurang saya harus ngirim balik kotak buang ongkir sengaja dibikin repot,0,0
"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",Negative,Sadness,sesuai gambar tapi tidak memuaskan pelayanannya komplain tidak di respon dgn baik,0,4
packing rapi. proses pengiriman cepat.,Positive,Happy,packing rapi proses pengiriman cepat,1,2
"pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store",Negative,Fear,pengalaman buruk belanja di toko official barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab replacement saya ajukan sendiri ke servis center setelah barang pengganti datang plastik wrap dan segel berbeda dengan yg dikirim seller ntah repack barang yg bermasalah atau memang beda batch tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store,0,1
"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg",Negative,Fear,barang tidak lengkap next di cek bner dlu sblm kirim gak cm asal kirim aja jual kok gk mau rugi mlh ngrugiin customer suruh kirim kekurangan barangnya gak mau ribet gmn mau dpt kepuasan n kepercayaan dari pelangg,0,1
"packing rapi, pengiriman cepat. seller responsif. produk bagus dan ori. recommended lah pokoknya",Positive,Happy,packing rapi pengiriman cepat seller responsif produk bagus dan ori recommended lah pokoknya,1,2
"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Negative,Sadness,packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah,0,4
Wanginya tidak menyengat dan tidak lengket ditangan. Pengiriman cepat dan aman karena packing tebal pakai dus dan Buble wrap. Sudah langganan beli produk di sini. Recommended seller,Positive,Love,wanginya tidak menyengat dan tidak lengket ditangan pengiriman cepat dan aman karena packing tebal pakai dus dan buble wrap sudah langganan beli produk di sini recommended seller,1,3
"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",Negative,Fear,salah kirim produk admin lama banget balesnya proses retur gak jelas,0,1
"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",Negative,Fear,produk tidak ori kw tidak bekerja dengan baik dikirim pgp tidak bekerja di hp saya lenovo n advan cuma jadi bangkai after sales buruk respon seller kurang no recommended,0,1
"Terlalu tipis sekali untuk harga segitu. Seperti sehelai kain jilbab segi empat, tdk sesuai ekspektasi",Negative,Sadness,terlalu tipis sekali untuk harga segitu seperti sehelai kain jilbab segi empat tdk sesuai ekspektasi,0,4
"gimana ini ya, saya beli celana dalam hitam 5 ,grey 3,pink 2, kok ukuran nya beda beda yang pink paling gede, grey kecil banget",Negative,Fear,gimana ini ya saya beli celana dalam hitam grey pink kok ukuran nya beda beda yang pink paling gede grey kecil banget,0,1
Yang di pesan merah yg datang biru parah,Negative,Sadness,yang di pesan merah yg datang biru parah,0,4
"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",Negative,Sadness,toko paling ga niat jualan beli tanggal baru dkirim tanggal barang sih bagus tapi pelayanan ngga banget sesuai review di bawah,0,4
Privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita. kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula??,Negative,Fear,privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula,0,1
"Obatnya manjur, anjing ku udah mulai pulih dari sakit kulitnya, thanks gan, recommended seller",Positive,Love,obatnya manjur anjing ku udah mulai pulih dari sakit kulitnya thanks gan recommended seller,1,3
"pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi.",Negative,Fear,pengiriman sih cepat cuma tag gun nya langsung rusak ga bisa dipake gan saran mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi,0,1
"Respon dan pengiriman cepat. Packing rapi, recommended seller...",Positive,Love,respon dan pengiriman cepat packing rapi recommended seller,1,3
"sudah sampai terima kasih y, tp sdkt mengecewakan krn paketqu G di packing dos,cuma bubble sja, pdahal sy sdh atc dos + bubble",Negative,Sadness,sudah sampai terima kasih y tp sdkt mengecewakan krn paketqu g di packing dos cuma bubble sja pdahal sy sdh atc dos bubble,0,4
butut konyol minta kuning di kasih ijo stabilo barang jelek,Negative,Anger,butut konyol minta kuning di kasih ijo stabilo barang jelek,0,0
"Alhamdulillah sudah sampai sabuknya, keren cepet nyampenya pada hal baru kemaren sore pesannya .",Positive,Happy,alhamdulillah sudah sampai sabuknya keren cepet nyampenya pada hal baru kemaren sore pesannya,1,2
Pelayanan cepat dan memuaskan,Positive,Happy,pelayanan cepat dan memuaskan,1,2
"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",Negative,Anger,pengiriman lama banget dough nya juga jelek banget ga lentur ga seperti biasanya,0,0
"pesan yg eyeliner putih yg dateng malah yg itemmm, hmmmmm, tolong lebih teliti",Negative,Fear,pesan yg eyeliner putih yg dateng malah yg itemmm hmmmmm tolong lebih teliti,0,1
"Alhamdulillah paketan datang dgn cepat dan penjualannya ramah , semoga tambah sukses",Positive,Happy,alhamdulillah paketan datang dgn cepat dan penjualannya ramah semoga tambah sukses,1,2
"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",Negative,Fear,udh kecil diisi ga full banjir minyak jdi kira isi nya stgh lbh dkit dr tempat kecilnya ga lbh dr sendok makan maaf ga worth utk hrg segini,0,1
"barang bagus orderan ke 2, semoga nyala semuaLampunya terang!. Pancaran cahaya lampu yg baik. Produk original ??.",Positive,Happy,barang bagus orderan ke semoga nyala semualampunya terang pancaran cahaya lampu yg baik produk original,1,2
kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..,Negative,Sadness,kualitasnya mengecewakan blm dipake sudah rusak bola joinnya,0,4
